unique_id,birth_year,workclass,fnlwgt,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
7d0ab24a-c85d-44c0-a75a-1e14303e5408,1990, Private,175878, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,107015
0fa74711-b84e-4b0e-ad11-b978f7cb2462,1970,,138847, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States,84670
80f4ef61-47a6-49cc-af90-d5511e215ff4,2000, Private,200679, Never-married, Farming-fishing, Own-child, Black, Male,0,0,50, United-States,85677
d765d9da-e4a6-4b68-89e4-b734dbf7f081,1956, ?,152157, Widowed, ?, Not-in-family, White, Female,0,0,20, United-States,147645
7f7be451-449c-4711-b4e6-78dd7887229c,1980, State-gov,321824, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,38, United-States,141147
fc2d639c-1e83-4be5-bdbf-17c437e06e0d,1991, Private,149726, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,46, United-States,63309
3a8e8ec1-73a2-4a06-bf81-88774bf631e7,1978, Private,175925, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,66275
26b33d1c-7421-4cc5-8a28-8b59dfe4629f,1996, State-gov,155397, Never-married, Exec-managerial, Not-in-family, White,,0,0,55, United-States,128181
41af6369-e185-4960-85fb-648c3fe6c587,1963, Private,97128, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,102525
d950128a-a6bb-40c1-8710-24a98acaf827,1976, Self-emp-not-inc,65535, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States,72661
05befbbd-46aa-4818-b025-47a7f52caa66,1980, Federal-gov,68729, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States,144423
2f1bee86-50aa-4c43-bc2b-72175a8d58e7,1973, Private,146767, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,138691
173c4208-5615-4469-988d-8a6e51211d0f,1970, Private,282680, Never-married, Prof-specialty, Not-in-family, White,,0,0,50, United-States,79659
9ce40f2e-6842-4ddd-b059-5b7baf7125a7,1974, Private,108446, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,124009
06cc4a33-94da-4837-9f76-e5b79db78d3a,1952, Self-emp-not-inc,52138, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2392,25, United-States,56580
05694d46-5348-48f6-af2b-fbdf697a5506,2000, Private,199555, Never-married, Sales, Unmarried, White, Male,0,0,5, United-States,88162
668d4096-a93e-406b-a58a-9ed51bbc04d2,1992, Private,286675, Never-married, Exec-managerial, Other-relative, White, Male,0,0,40, United-States,68294
2d3abea2-8b71-45e0-9981-684236916d72,2002, Private,184543, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,144570
b5f0bb87-b3dc-48ee-9e78-b3b7ca7ad377,1993, Self-emp-not-inc,325355, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,1902,40, United-States,121313
5e432fa3-32ab-4f01-a769-343bc0e94f67,1987,,49626, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,43, United-States,127410
ce50442f-7aae-4674-b628-dce808f7d0dc,2006, Private,400616, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,102146
e260a305-b7d8-4cda-ae4e-cf67880e8533,1984, Federal-gov,177595, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1579,40, United-States,54417
2c7d38eb-9e1c-494c-a854-616b8d176133,1993, Self-emp-not-inc,229946, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Columbia,121053
8d7ffc5f-7c7e-4767-be96-2631e499c36e,1984, Local-gov,165726, Divorced, Exec-managerial, Unmarried, White,,0,0,40, United-States,119783
06da947e-b325-4925-be95-b8c91a6d69a4,1957, Private,192670, Divorced, Sales, Not-in-family, White, Female,0,0,20, United-States,50796
2f927fdb-4c1b-4f75-9671-a9d5937f30ef,2000, Private,209034, Married-civ-spouse, Sales, Own-child, White, Female,0,0,20, United-States,115279
3879ff10-fd2e-4203-aafe-0aff26713c34,2000, Private,194096, Never-married, Prof-specialty, Own-child, White, Female,0,0,45, United-States,130506
3f0804e5-dd3f-40f8-a59a-877064ea1f10,1984, Private,190290, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States,78121
f1f203dc-6953-408f-a16a-fd70c831d85e,2003, Private,285457, Never-married, Transport-moving, Own-child, White, Male,0,0,50, United-States,86665
2fbb4ec5-0e58-4594-a2ac-68698fec7355,1992,,157289, Married-spouse-absent, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States,141708
de2b9ca2-2b47-4941-908d-f51198b66a41,1995, Private,251854, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States,114092
25b4351a-c554-4dc1-b3b5-7dcfdc141cc0,1999, Self-emp-not-inc,60828, Never-married, Farming-fishing, Own-child, White, Female,0,0,50, United-States,74782
5f522079-7e6d-4994-ad13-d4c18a2cc138,1997, Private,279960, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,126546
9fee40a5-f559-43ce-baae-2c6c78bfcc17,1971, Private,46155, Married-civ-spouse, Priv-house-serv, Other-relative, White, Female,0,0,40, United-States,58824
2f05e54e-d75a-4d29-a156-91b27d94dd42,2003, Private,119156, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,103431
3ac4a913-2c72-4132-9c45-dedd8f9cd89b,1976,,102359, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,60, United-States,69914
d61401af-23cb-43bf-9ffd-23d9c8f3a035,1988, Private,131414, Never-married, Sales, Not-in-family, Black, Female,0,0,36, United-States,65873
21836440-85d6-48b5-9249-6607e85e8aae,1978, Local-gov,209057, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,120766
1cbf4227-bc07-4ba9-bf49-06709d8d3fa9,2007, Private,206010, Never-married, Other-service, Own-child, White, Female,0,0,8, United-States,118554
41147824-25ef-4202-9ab6-3e84b371eff3,1986, Self-emp-not-inc,120985, Married-civ-spouse, Craft-repair, Husband, White, Male,4386,0,35, United-States,109392
0d9f3e82-025f-490f-a5d4-4931345128eb,1966, Self-emp-not-inc,164065, Divorced, Sales, Not-in-family, White, Male,0,0,18, United-States,88229
b7f1b2a7-764e-4234-abfd-8573e52be949,2001, Private,240160, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States,114853
a54a3ea2-ea43-4a5f-b4dc-7db2e43f5626,1988, Private,223433, Married-civ-spouse, Sales, Husband, White, Male,7688,0,50, United-States,56649
71eb2d37-181b-4903-8d19-e4d365ac9e49,1999, Private,322585, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States,128897
37f816b5-b778-44ed-aed8-24aedb0b7662,1980, Private,377018, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,72170
59452e2d-6690-45bd-870c-ca45ce5754e6,2007, Private,218124, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,135973
b1b41cf1-e70d-4df0-b0e3-6790939411be,1967, Federal-gov,313929, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo,,0,0,40, United-States,101977
84391134-5dae-46fb-bed9-3b8f3dae9365,1996, Local-gov,86615, Never-married, Other-service, Own-child, Black, Male,0,0,30, United-States,132756
aaa78f15-2034-483c-9aa8-4b9a42945fa0,2000, Self-emp-not-inc,267396, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,80996
5a1a0212-8fd8-47d2-9fbb-1d89676a9c0f,1971, Private,158352, Married-civ-spouse, Other-service, Other-relative, White, Female,0,0,24, Italy,90902
b9edf0a4-c11a-44f6-b018-408fc770699f,1978, Private,148254, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States,83752
c6bf3eac-a602-46b4-a6ac-0914b870b4d5,1988, State-gov,147258, Divorced, Transport-moving, Not-in-family, White, Male,0,0,60, United-States,141535
dce711aa-03ae-4747-81f7-e17cfcb259e1,1996, Private,167336, Never-married, Exec-managerial, Not-in-family, White,,10520,0,40, United-States,142505
85a9d7dd-a35c-40ea-98a8-b411700785e0,1991, Private,183000, Never-married, Other-service, Not-in-family, White, Male,0,0,24, United-States,107467
6aaa610c-22cf-435a-b683-a57635deb65a,1983, ?,217921, Married-civ-spouse, ?, Wife, Asian-Pac-Islander, Female,0,0,40, Hong,79286
c9abe1b0-5ee4-44b3-9889-3c2d39525698,1953, Self-emp-inc,133821, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,20, United-States,141587
bb6d1700-dea1-4b7e-aeea-7a1e84c9ec8f,1997, Private,59068, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,57008
7dbc0337-a363-449b-a63b-91ce0df02c05,1958, Self-emp-not-inc,97847, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,87192
688c22ad-aaed-4d57-acf1-f64bbdd076d0,1994, State-gov,290677, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,20, United-States,139111
2144f015-4eb5-4c7c-a026-df0bf046022e,1984, Private,572751, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,40, Mexico,100586
bdeaf28e-ccf9-4e33-b6d1-29db5e8e263d,1986, Private,160192, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2051,44, United-States,102021
e6c18644-0165-4c1a-badf-2e849ce386ea,1988, Self-emp-not-inc,367020, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States,95851
2158e3a4-0d58-4989-b008-b4e37fcd2a19,1996, Private,115579, Never-married, Tech-support, Own-child, White, Female,0,0,38, United-States,66009
67f0a1b7-e88e-4fab-95cb-c82524d5394f,1990, Private,242984, Never-married, Sales, Not-in-family, White,,0,0,40, United-States,91063
e93a4548-6ce7-48de-88e1-d4e5e45f75ab,1974, Private,196975, Married-civ-spouse, Craft-repair, Husband, White,,0,0,40, United-States,149330
7df4a654-6e1e-43d9-8a6d-6e6a6c599fc2,1995, Private,222249, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, United-States,82108
0652eaa7-a763-4853-a3f2-d504d9fbcdd5,1979, Private,289468, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States,110091
5a5540dc-9db8-443c-94b8-614c16d31d78,1974, Private,195298, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,88882
d7c74c74-a96f-4493-a0ac-b1ae978a75d0,1959, Local-gov,146454, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1648,4, Greece,135830
27b756ac-393f-4df8-bc85-90c668ff2498,1968, Private,208415, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,40, ?,104990
7f4049ea-bd47-4747-af57-a4213b0aeda6,1987, Private,218955, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,138512
53bd85b5-6148-4c00-801c-485b1f630aec,2004, Private,138768, Never-married, Handlers-cleaners, Own-child, White,,0,0,40, United-States,148404
a40a42ef-75f4-4ae4-ba2c-bf837310e1f3,1976, Private,207946, Divorced, Adm-clerical, Unmarried, White, Female,0,0,52, United-States,64325
c615e769-71b7-4df3-9c1e-73c115fe0a4a,1966, Private,169611, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,83179
c72298fc-08c3-4b19-992c-70c88d637822,1966, Self-emp-inc,183870, Married-civ-spouse, Transport-moving, Wife, White, Female,0,0,40, United-States,105705
f90744d8-706f-4b3c-809d-82cda4810ce6,1983, Private,185267, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,132887
dff119fa-0b58-44cb-b996-a939a8477e2d,1973, Self-emp-not-inc,156802, Married-civ-spouse, Farming-fishing, Husband, White, Male,3103,0,60, United-States,52173
c2a951b5-2a56-4b55-9d74-cf05892f5bc8,1994, Private,70377, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,138858
1deabdc8-a430-45e4-a8e6-7d2f2fb18162,2007, ?,371316, Never-married, ?, Own-child, White, Male,0,0,25, United-States,70463
1aa95b32-a07e-4af1-a631-098bef5b9f4f,2001, Private,160398, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States,76486
1b00f2bf-9d4e-448a-8515-8ca5bf366022,1972, Federal-gov,29623, Never-married, Other-service, Unmarried, Black,,0,0,40, United-States,116025
80d155d6-81b3-4097-8f32-f72955693604,1990, Private,120959, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,61628
a54808b3-f99b-4b13-9bf8-136cde119ea3,1980, Self-emp-not-inc,27242, Never-married, Farming-fishing, Own-child, White, Male,0,0,60, United-States,58644
dbfd4f1d-cce0-4229-9fbc-af29a7511b7f,1983, Private,182567, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, ?,128823
98c14805-b557-46ef-8582-f1f56f349eb6,1988, Self-emp-not-inc,288585, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander,,0,0,20, South,101225
32b4b210-3c91-4702-988f-ebb9b868b8fe,2003, Private,238068, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,123369
2167b33b-ef3f-49e3-a889-59ec05608a19,1988, Private,183739, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,2002,40, United-States,88504
a6cc01bf-4a13-4db7-8079-8c8731c0161e,1948, Private,278938, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States,80911
9ebab721-2a0b-4cf9-a6d2-b1e7d8d6c1ce,1985, Private,150061, Divorced, Exec-managerial, Unmarried, Black, Female,15020,0,60, United-States,148293
538614b8-b272-4a2c-bb1c-497a68b34b49,2003, ?,107801, Never-married, ?, Own-child, White,,0,0,3, United-States,75424
4feda2c1-dddc-4b02-8565-ebe9d7ad28d7,1996, Local-gov,33662, Married-civ-spouse, Prof-specialty, Wife, White, Female,7298,0,40, United-States,139893
cfffc3cb-6ca7-4e3b-a6c8-2a971a02c8db,1940, ?,368925, Widowed, ?, Not-in-family, White, Male,0,0,15, United-States,141897
566a704e-07ec-458a-973e-a7e7b3de9873,1989, Private,82622, Divorced, Exec-managerial, Not-in-family, White,,0,0,50, United-States,98186
fbaa8237-b2a8-4065-9f56-c696fe699c39,1990, Private,191930, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States,130283
52741628-936b-452f-b33d-6161e9c598e3,1996, Local-gov,263600, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,113576
e93d5ac1-8e2d-4b45-861d-eccbcbad1632,1975, Local-gov,275074, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,54044
7d22d401-657e-4bda-9d0a-4090856a9a79,1984,,188465, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States,146848
733fde83-c3c2-4200-9ec2-64ff0a2e1620,1980, Private,320984, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,125677
92ef7068-a157-4397-b95f-bd0022edb04a,1997, Private,208725, Never-married, Sales, Not-in-family, White, Male,0,0,42, United-States,117210
b1f40d52-0933-476c-8e45-ce2a97df7d92,1963, Private,228287, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,136773
561d3c9d-de08-47e7-a9e1-9435864810ed,1965, Self-emp-not-inc,116878, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Greece,92501
de56febe-7731-4771-b937-889966d26c83,1992, Private,61898, Divorced, Other-service, Unmarried, White, Female,0,0,15, United-States,103553
bbfc3add-92c8-4482-8d67-503a35ea0c92,1991, Self-emp-not-inc,48702, Married-civ-spouse, Farming-fishing, Husband, White,,0,0,65, United-States,91954
d535f5f6-2329-4841-80a3-4769cfcc842b,1990, Private,213226, Never-married, Sales, Not-in-family, White, Male,0,0,65, United-States,125723
a41932c8-5293-4de9-8eea-b716846d46e9,1993, Private,189759, Never-married, Farming-fishing, Not-in-family, White, Male,0,2001,40, United-States,112824
9c30940b-f680-412b-bf32-6eb360a37f96,1991, Private,178587, Separated, Prof-specialty, Unmarried, White, Female,0,0,37, United-States,95518
59c5f2f5-8521-4624-ada3-9eeceed8a7db,1992, Self-emp-not-inc,35595, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,133051
087f701e-98df-4ba6-8729-c2adc8f4981c,1987, Private,337778, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States,143897
8a674459-2d0b-4b05-9fd8-39db94ada816,1995, Private,133420, Married-civ-spouse, Craft-repair, Husband, White, Male,5013,0,40, United-States,98951
b7d8c955-065a-4ca6-92ed-acf144094da9,2004, ?,96862, Never-married, ?, Own-child, White, Female,0,0,8, United-States,116627
1382cc48-ed90-4b67-9277-bbdf592512e2,1975, Private,94342, Married-civ-spouse, Craft-repair, Husband, White,,0,0,60, United-States,131605
68aef7a6-be25-4f24-aef0-9ba60f809f3f,1981,,191196, Married-civ-spouse, Exec-managerial, Husband, White,,0,0,55, United-States,140313
b52ce5a0-c12e-44c3-8f9a-98f14c2a66b4,1981, Private,186188, Divorced, Exec-managerial, Unmarried, White, Female,0,0,45, Iran,99887
90b8073f-6249-4a10-9506-662ae87887dc,1992, Private,250354, Never-married, Craft-repair, Other-relative, White, Male,0,0,45, United-States,52675
8fdb8d3e-4345-43e1-b3af-927d7b4a4a65,1983, Self-emp-inc,194636, Married-civ-spouse, Sales, Husband, White, Male,99999,0,65, United-States,51722
11d82c11-91ef-4975-bf5f-0a9504b293ee,1996, Private,232653, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,137157
774290f9-0d99-4441-bee0-c3590c470192,2001, Private,315065, Never-married, Other-service, Unmarried, White, Male,0,0,60, Mexico,128467
de76ce90-0f1a-47eb-b449-c410748a0091,2001, ?,145964, Never-married, ?, Not-in-family, White, Male,0,0,40, United-States,80279
5cfe8d64-a09f-478d-8852-dcb64d79ef52,1969, Private,84231, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,57191
ee624584-747f-4100-939a-32f39705050f,2004, Private,282604, Never-married, Handlers-cleaners, Other-relative, White,,0,0,20, United-States,138013
1a640266-ee5f-48cb-b42c-2b2b1346af3f,1993, State-gov,29152, Married-civ-spouse, Other-service, Wife, White,,0,0,40, United-States,101464
75fd0d82-35bc-4d08-bec6-3a43b37c3a80,1993, Private,118551, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,93586
19a26dd5-2da1-4331-8622-f13971cedabb,1974, Private,211654, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,133028
8c0828ed-a6f7-4a6d-9f29-eebf74b988e2,1971, Local-gov,188644, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Mexico,96611
84e9995d-6681-4f92-8afb-5170e3ae8017,1969, Private,436861, Divorced, Prof-specialty, Not-in-family, White, Female,14084,0,40, United-States,97845
d7e017a2-27f1-4dcc-8edd-ab80da48868e,2007, Private,184924, Never-married, Handlers-cleaners, Own-child, White, Male,0,1719,15, United-States,129192
42e5f05a-ed76-49f6-90b7-cb45d753cf60,1978, Private,205100, Married-civ-spouse, Exec-managerial, Husband, White,,0,0,48, United-States,53016
7d87cf8b-7546-45f0-92da-a522171607c4,2005, Private,143360, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,34, United-States,117276
8a02169f-b973-4778-ac83-6e952fca7edd,1991, Self-emp-not-inc,48189, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,30, United-States,108923
ae6d9627-90c7-4a74-8956-770e018ed8bd,1972, Private,177366, Separated, Other-service, Other-relative, White, Female,0,0,20, United-States,59347
272dbe06-4486-42b1-8ea7-c35e0e183147,1999, ?,156848, Never-married, ?, Own-child, White, Male,0,0,40, United-States,56619
15f8d6c3-2fdd-458e-8f82-b66c9ea72178,2001, State-gov,278155, Never-married, Adm-clerical, Own-child, White,,0,0,40, United-States,71356
774c83f4-061b-4fcd-b12c-ddde82e4a99a,1955, Private,197080, Widowed, Adm-clerical, Unmarried, White, Male,0,0,8, United-States,113526
f90daf4b-d4f8-4243-b2b7-e464439494c1,1983, Local-gov,352056, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,106669
00a78574-bf0e-404f-ae93-383df11b7182,1985, Self-emp-not-inc,164593, Never-married, Prof-specialty, Not-in-family, White, Male,4787,0,40, United-States,87992
74437d89-61ea-47cc-b125-a38e0d6b71bc,1999, Private,240081, Never-married, Sales, Own-child, Black,,0,0,40, United-States,128291
270d8098-1f4b-4f69-b306-67289904e1f0,1991, Private,82393, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States,130941
abf651a3-8b40-413c-8db3-30d5a709cd00,1984, Local-gov,96554, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,112188
02940ac5-4e91-4359-8c08-7a90b233017f,1989, Private,44780, Married-civ-spouse, Adm-clerical, Wife, White, Female,7688,0,20, United-States,110169
a4ed869a-7069-4c04-bfb3-de11fe3b4ac8,1970, Private,466502, Widowed, Other-service, Unmarried, White, Male,0,0,30, United-States,76220
3389173c-36cb-4173-8997-3136506a2631,1993, Private,292592, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States,130741
7d7b0920-12b5-437b-a1a6-aa92948185a3,1981, Self-emp-not-inc,277647, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States,123978
c331c36d-f84d-4821-a93d-1bd03c1a6df3,1988, Private,273604, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,78579
ccb7eee4-8db2-4288-b30c-ae3ffabeba3a,1977, Private,49298, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States,129125
fc686aa3-d972-431b-823a-282ff39dbd4c,1988, Private,309122, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States,100962
f85a4c02-78dc-4226-9c90-3794f0280ff0,1962, Private,153891, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,135757
ee3edc87-88a1-4747-93c1-9bb4b6b799c7,1996, Private,194940, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,96847
a21a0ed9-5b4a-4823-88d0-f76f1f192328,1957,,152102, Widowed, Farming-fishing, Not-in-family, White, Male,0,0,65, United-States,92541
7133cf69-a820-436c-b6a8-f624c9116349,1981, Private,115806, Divorced, Exec-managerial, Unmarried, White, Female,0,2547,40, United-States,90729
355442f4-b1a2-41d8-858e-6436da32c40f,1976, Private,113598, Separated, Adm-clerical, Other-relative, Black, Female,0,0,40, United-States,79556
27eac116-1e30-4077-a7fc-7006a90a041c,1973, Private,71046, Divorced, Exec-managerial, Unmarried, White, Male,0,0,45, Scotland,107444
29a4bbf6-0a88-4b6f-8313-653c9685b480,1964, Self-emp-not-inc,205246, Never-married, Exec-managerial, Not-in-family, Black, Male,0,2559,50, United-States,58471
21a6771a-5e01-4c15-b054-416bd3357a3b,1989, Private,216256, Never-married, Other-service, Not-in-family, White, Male,0,0,60, United-States,90954
9924cfc2-19aa-4686-aad0-d5351796af87,1960, Private,180624, Never-married, Prof-specialty, Other-relative, White, Female,0,0,30, United-States,68446
a48e5805-6b63-42f9-a115-282cda67f96e,2000,,23438, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States,108576
a89b4bbf-13ba-48fd-9afd-a8c84ffcb79d,1979, Private,164210, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,136767
6e0ea054-67be-400b-bcd7-51a37dc0de7e,1986,,173968, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,68894
4ffa98ac-12a6-489c-9130-86e0146b1125,1956, Private,186350, Widowed, Exec-managerial, Not-in-family, White,,0,0,10, United-States,71065
15c96998-0ac0-4809-b57b-cb2d20951963,1979, ?,260953, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States,108215
fb3582d3-4e1a-4748-8bd7-bf3f3f70746b,1994, Self-emp-not-inc,292472, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,55, United-States,67969
07071468-abc5-4d94-bb86-accc667a6c9a,1996, Private,340408, Divorced, Craft-repair, Not-in-family, White, Male,0,0,46, United-States,90239
771dd254-01a3-4ae6-9b3a-d8d6467cafec,2005, Private,140985, Never-married, Adm-clerical, Other-relative, White,,0,0,25, United-States,60755
383bdf21-0dd7-4940-b610-33487c9a4e28,1999, Private,197130, Never-married, Sales, Own-child, White, Female,0,0,30, United-States,140600
6bea1652-ae71-486f-aae2-cb097529f0ab,1991, Private,36539, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States,62606
f584e691-ddab-4b2c-85df-a4b98e445e1c,1995, Private,290740, Never-married, Priv-house-serv, Not-in-family, White,,0,0,50, United-States,139567
2337946a-e209-45ac-bd8c-9ed223e9006e,1980, Self-emp-not-inc,219591, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,86095
493c5c70-0159-4c09-8c24-e9d596b6a460,1999, State-gov,262664, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,124402
7e1197f2-7288-40c9-bdd9-2f1dd24a6b7d,2000, ?,144898, Never-married, ?, Unmarried, White, Male,0,0,40, United-States,103473
456dcf90-3493-4617-b82e-83f71585d5e6,2001, ?,138768, Never-married, ?, Own-child, White, Male,2907,0,40, United-States,142667
9e95f270-cfbf-4ac7-9137-871b88b29124,1978, Private,332355, Married-civ-spouse, Adm-clerical, Husband, White,,0,0,40, United-States,67601
fb41aee6-1af6-46aa-a3fc-3b0551c4895b,1967, Private,103540, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,50, United-States,62455
4fdcb2dc-e3ef-4e7f-8801-e1ce681d3fda,1995, Private,187188, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,60, United-States,53113
bb0150ff-056e-4e29-8247-a0465436cefa,1966, State-gov,40925, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,97497
f2267cf0-ee1b-453d-83c7-0341d5b1353b,1981, Local-gov,114859, Married-civ-spouse, Transport-moving, Husband, White,,0,0,17, United-States,103094
1fff5f58-edf8-4299-b120-2431dcc8e345,2004, Private,291407, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States,89177
e07bca28-141e-4549-839e-0ee12a33e795,1972, Private,96359, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,57, United-States,144198
408089a2-0b9b-4f55-9bac-e73cf36646df,2003, Private,234108, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,144916
28464730-a750-4262-af07-4a2031703e8b,1983, Private,188615, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,97572
a38c608c-cad0-49af-bec7-182dcbcc0675,1995, Private,419721, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Japan,100958
ca2b7c58-a6e2-4da0-a96a-51133f5194c7,1996, Private,150025, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, ?,76554
2bfef2a4-8202-4e89-9938-16b1e740fd36,1983, Private,125461, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,91248
1409abbe-5162-4ee9-88fa-14ccc489a972,2004, Private,258430, Never-married, Other-service, Own-child, White, Female,0,0,19, United-States,71277
0fc7f8b6-4fd3-46cf-9e72-5f7f4394e528,2005, Private,112269, Never-married, Other-service, Other-relative, White, Female,0,0,40, United-States,56298
73d50418-1845-4682-afa1-eacd725e41ea,1994, Private,54334, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,102429
e6e23576-65ab-4aff-a7f3-973c35d188ad,2001, ?,302836, Married-civ-spouse, ?, Husband, White, Male,0,0,40, El-Salvador,96771
5e71e948-934b-429e-aa30-f650411ab1c6,2003, Local-gov,309348, Never-married, Adm-clerical, Not-in-family, White, Female,594,0,4, United-States,81443
