unique_id,education,education-num
6739844e-45f4-48ee-ad0a-154e9877a17d, Bachelors,13
42799d17-a12c-4d87-a4c5-fd74b5e3c60c, HS-grad,9
d1aafe91-c3bc-481d-9b2e-1779c945e035, HS-grad,9
d342c75f-4fe7-4a29-82eb-c08a27d6c9da, Some-college,10
9a6668ea-478f-4917-a8da-7157fcec4b8b, HS-grad,9
5c43c50b-033d-40f6-b0f4-4212e587eb12, Bachelors,13
8429ece3-2d70-4911-8e38-bc9af694ecaa, Assoc-voc,11
1c688bc9-25b5-4fed-9d0e-d4a0a52d3d69, HS-grad,9
f6f8f0b7-c36e-4e83-b154-a7bca25a52cf, Assoc-voc,11
251c64f2-c43d-4f30-a4b1-88bb202f6d15, Some-college,10
f872fd2f-398f-4208-b274-e9a2194165f6, 10th,6
1f8ca7e4-ad91-4a64-8ad5-e3bc94125654, HS-grad,9
fe514731-164c-45ff-9353-49a6f54bf7d2, Bachelors,13
cdf7f0e4-a545-48c6-b166-99011cf013bc, Some-college,10
3f220192-2b1a-4b23-baa7-305e26ddb0f7, HS-grad,9
9b32c0ac-384a-4618-9ada-7c37f52acf5d, HS-grad,9
f85d27fb-d371-40d8-b86d-362ca37d381e, Bachelors,13
154fee09-bd6b-47fd-be8f-56ca67edeb4e, HS-grad,9
f254de46-b68d-491a-bb14-e97b73b106f2, Assoc-voc,11
, Bachelors,13
f798b396-290a-43a5-a8dc-4836f7b68892, Bachelors,13
d62b46c3-d4c3-4fbd-804c-92110978ee0d, Some-college,10
f9131653-7d2a-4fac-8631-a44b562aa521, HS-grad,9
868876a6-567b-477b-b2a2-85d554d4cbba, Bachelors,13
d3cd3595-1ca3-442e-a8e2-c2ca3a9252b4, Assoc-voc,11
2bd749ab-89e9-4b1b-b05c-ed829f093230, HS-grad,9
92ca8d3a-5df0-477e-9462-031dc46989b0, HS-grad,9
a6657d33-66f8-4c34-af0a-0348dcc3ae03, Bachelors,13
08528368-a1b2-433f-9b31-2036dfc28dc9, 9th,5
82d3204b-6190-4128-8bae-8f25aa210917, Some-college,10
130f0b36-d3be-4506-93b8-fd13b2d1f69f, Some-college,10
61a5aaf9-5add-41f3-ad4c-901e58542116, Bachelors,13
5db16591-e6cf-4b69-be64-e5516abce407, Some-college,10
4c77320f-0cf8-4787-a7ae-205201665b9e, Some-college,10
134252e5-7995-4951-9238-bd39f830ffb6, Bachelors,13
9d8173be-3567-41c7-80d6-5c816c26b999, Some-college,10
d39593c9-3c10-47f9-b797-957b86496f26, Bachelors,13
4b834028-b9f2-4c32-8ebe-ab02c5073124, HS-grad,9
10698e0e-202b-4c43-8ee3-c6c4be635bed, 10th,6
1d2635fa-bdcc-425a-a047-aba005cdf6cf, Some-college,10
532cd4e8-a029-4a54-95e5-2302c3efb841, HS-grad,9
6e674e3a-caf6-4ae8-a885-29e0a7ff60a6, HS-grad,9
b4046dc0-4327-48c1-acae-708200617d11, Bachelors,13
98c1557a-fe65-4df6-bfb5-b17fdcb0c14c, Masters,14
866bc0e0-626c-4360-bed1-e339c5e13414, Some-college,10
ae72ecf1-3582-4f81-a9f5-d96ffb5aa16c, Assoc-acdm,12
2cb9ab50-f178-4f07-b643-e8e3975bad0a, Some-college,10
81b1edad-7142-48c7-b9ff-b1fff8e22cf1, HS-grad,9
7452c9da-49d3-46f7-8f09-d812ae349064, Some-college,10
800f15ba-9b4d-409e-aa13-6c03896a57e1, HS-grad,9
2b60d207-5261-4ddc-a6ea-a40faff05c62, HS-grad,9
9bd8617c-30aa-451b-82c4-d84c80e5bcd9, HS-grad,9
faf36526-459b-4595-9be8-7f35b19ab780, Some-college,10
03d872dc-b63c-4de1-b322-99f23c73d54c, Bachelors,13
ac872424-fd8d-4dd6-9c2a-57d8a8b07baa, Bachelors,13
c5ec9564-36ac-4861-b946-288c4cb6ef70, Assoc-voc,11
9ac1457e-c330-479e-839c-0a1f39ed241f, 9th,5
ab97abaa-c229-4d9f-8bda-8b074a9dec63, HS-grad,9
991e07b5-c73c-48bc-ab0b-446664de5c92, HS-grad,9
a8725977-9063-41f0-85ed-eeca83d9260a, Some-college,10
67b8c9b8-240a-4d9f-a874-bd49d1d619c7, Masters,14
32436668-7f90-4b96-a3ff-478f3f46d766, Bachelors,13
6ba0b85b-2261-45b1-ac49-617a5ec73728, HS-grad,9
747e9cb7-5dd5-467f-ba8a-25c5f0604c9b, Bachelors,13
a27b3643-a318-4af6-af62-78a732dcb46e, HS-grad,9
1ee32cdd-d2b1-49f1-9674-ea0be141ae8a, 1st-4th,2
0e337d58-3540-41e4-bd2f-d761019c6d14, Some-college,10
03e801b5-1bca-40e8-b8fd-80bf0dcbaa10, Bachelors,13
12b7f86d-a906-4ca7-8726-172f5ce76a16, 9th,5
2778c986-19b1-4c65-b245-203cab504ee1, Some-college,10
a1b94d11-7ce6-4543-8f31-dce2d98b5259, 12th,8
01314659-5fab-4b0c-b628-6c1b7d35782c, Masters,14
a0384d4b-ce27-4225-8417-e14e71ba996b, Some-college,10
66b1aca8-5936-4c6d-8421-9549a08fec6d, 7th-8th,4
a95d1fe8-b63f-45b3-b508-bf1ed4f62f0a, Some-college,10
154cea81-789b-4311-8c10-09fa500cfe1d, HS-grad,9
b09deaac-7875-431c-9078-9e5fa3763b4d, Doctorate,16
2c35fd1d-baaf-4787-9be2-89ec6932f757, Some-college,10
7981395e-f6b5-4d70-ba1a-5a3ff9090d3e, HS-grad,9
d0aa5c43-3f24-4d41-9c1a-7c775018060d, Assoc-voc,11
9c099637-23f1-4433-baa0-3ba0ef47eae8, 5th-6th,3
2c903f5d-7913-4227-ac57-15a06af05a1f, Assoc-acdm,12
, HS-grad,9
18864fec-77fd-415a-9300-7a6c297272b4, Bachelors,13
a0cdde92-e73c-43c9-8ae0-7857311318c5, Some-college,10
191a7cb1-7c36-42a9-a71f-0c339a01f6a4, Doctorate,16
5086fd0e-87d7-46cd-b1ae-278d6e953549, Some-college,10
071cdf3b-57d2-4e54-9f53-3a70411628df, Assoc-acdm,12
fa0a483a-dc0b-41e7-a55d-3749d8de5ab6, HS-grad,9
768f4339-7e87-4841-a181-b920bafac571, Prof-school,15
1cb99153-4def-4dd1-b10b-dca3213f715d, HS-grad,9
3a2fdf3a-3a97-48c1-af91-4c201e610fea, Masters,14
022ef533-dc31-4498-806a-b79c634c2f2f, 10th,6
b6265600-607a-4c29-ba80-98a830195e14, Masters,14
c86cbc5c-37ab-451d-a742-bd0846483866, Some-college,10
2905a821-f647-4978-9e65-0a0ac61fe531, HS-grad,9
2d620339-9cfc-4696-af81-7e116e149d9e, Bachelors,13
34af5128-4e4b-4366-b47c-81ffc6177cbf, HS-grad,9
9f2770c9-c55d-46c8-8b5e-ebe402d74606, 10th,6
84eaf352-26c9-43fe-9de3-9956a97d182b, Bachelors,13
bc1312c4-ed23-4530-a490-1342b1562423, Bachelors,13
8e4df06e-6c4f-4079-ae4f-9c31186490c7, HS-grad,9
6162f0a4-8e81-42d9-a310-6f2a99cb02ce, Some-college,10
91653b59-7781-4b36-a547-842f224be3e0, 1st-4th,2
9d914132-eb5f-4aa8-ba1f-ea9f6e72c7ef, Bachelors,13
29853dc8-34f4-43de-a84d-40cdc7e81714, Some-college,10
ba8633d4-1766-46ae-ae6e-c3e8b8e747d6, Bachelors,13
a08b4c13-3d29-4030-90b3-6569463487a4, HS-grad,9
74485f4f-8b59-4746-98c9-93b8c639d4bf, Doctorate,16
fc48f3aa-7a71-4c75-8c57-ed01e77dde5d, Some-college,10
911a02d4-d1ae-4424-8064-ff85a2062725, Some-college,10
ef451be8-ceea-4790-92fd-be84b8432902, Some-college,10
79f0d8fb-d406-485d-ad3f-462035388cd8, Some-college,10
b9e96b49-e1de-4825-bd97-9c181afd2740, Bachelors,13
108cbc29-fde2-42a5-b614-1359a21b83d2, HS-grad,9
e45058ef-21bf-41eb-8862-031d1885196c, HS-grad,9
f2ac7471-6cf1-426f-a440-8d4aff962480, Some-college,10
5b75d32d-a3e8-4e21-9f17-2b8dc8ea38b3, Some-college,10
0173ce27-3fd6-49b5-bc38-59a2db4f0e6d, HS-grad,9
4b2faa57-c3de-4e34-be59-8d043994eb9e, HS-grad,9
a9185132-ecd0-407f-93ad-9f439d04af78, HS-grad,9
879ca74b-b50e-4379-966b-a94af64dcab2, Assoc-acdm,12
2e8972a7-0fb9-4fc8-adde-90ffefd9c3f4, HS-grad,9
08bc15c2-b1c5-4491-869a-a9d9da66dd65, Bachelors,13
6c34058a-84b4-4f56-a488-ba5d01f7e759, Masters,14
1e328365-3361-499e-ae77-6c9bc41d0b66, Some-college,10
b3245a60-1d4a-47d5-9a33-c7a65e919f8d, Masters,14
80ee1289-f56a-4d96-a5c6-d7a826a2006c, Some-college,10
, HS-grad,9
da789def-8034-455a-98e4-0b0567f74be8, HS-grad,9
e71de556-34a0-4407-b357-87a63eafb049, HS-grad,9
5ff28de9-c5ab-438f-a80f-bd44c38f742c, Some-college,10
82eeeba9-8f77-4d91-8350-efec39460320, Some-college,10
51a0ea38-aaf9-4d41-aa01-a684045b7e80, 10th,6
18f2dbe4-8fd0-4d37-a672-4ea8ab47f23e, HS-grad,9
c40d0055-48d2-456d-8b16-e1129770f6c0, Assoc-voc,11
645c05af-455c-45ee-9bb5-3fa59b0247c0, Some-college,10
b677f134-048b-47b7-953d-f89a898cc906, HS-grad,9
bc51b149-f5ff-4e34-9e3c-12e2abbbaf33, HS-grad,9
2c114a72-783a-4b54-8b04-be0a56a3a40c, Assoc-voc,11
f4990afe-9850-4486-8aff-8448b92cccc1, Assoc-voc,11
a0b3be28-5810-43f0-acb2-9b7417a8f854, Bachelors,13
f02cb6c1-97c7-45b5-a93f-ec69a665728a, HS-grad,9
e50825dc-204b-44a4-95ba-186bfc61c394, Assoc-voc,11
0d55f4f8-f83a-477b-b9ab-768bbeefb4ea, Bachelors,13
5e2b0044-55be-4648-ae85-021936cc2817, Bachelors,13
936cbd26-0abd-4d47-9507-e1c811fd8c0e, Some-college,10
0c873732-ee89-4322-b293-50556d0ae16d, Prof-school,15
7f2435a0-f8b6-44dc-82f3-8c35cb8ab161, HS-grad,9
bbf76c40-6cbf-4a59-aaf6-5fd001d5ae4f, HS-grad,9
6c458bd0-0168-48e0-b067-87ccdfb8b327, Some-college,10
61c1ae99-1479-4788-b87c-6ea9c8c4e6bd, 9th,5
257c052b-97ee-41f2-95b9-085d09b1d822, HS-grad,9
9b7cd108-4333-46e5-a908-d19b5d4de3bd, Masters,14
3e5bdcfa-356d-4708-87d2-a75011f5f52b, Some-college,10
1dfc037c-758a-4fc4-acd7-da8817350dfc, HS-grad,9
ebad10ae-9362-403f-85d4-e758e9b56b80, Bachelors,13
cec8faaa-5b5c-4f55-8d2d-4d0115d7df3f, Bachelors,13
fd62c691-06cf-4c6b-9e71-484ebc67a160, Some-college,10
38dbfd92-5416-4b46-9e1e-eaab36ede697, Bachelors,13
47b718d6-3e19-4d15-bab5-0f0b6957048e, Some-college,10
4f96c55e-0790-4714-9f0e-4538b617a560, 11th,7
51886fa8-714a-4738-8ffc-a2d78f6d5a2a, Masters,14
7d7f9de7-8b33-4657-bd5b-f3e2ae854ae0, HS-grad,9
efc7ccc0-1a98-4c43-999b-add8457b112e, Masters,14
233eddc3-2071-4dbd-93b7-3ff1c6d720c2, HS-grad,9
1085dc68-6423-4606-a59d-6ced1f9e5f38, Some-college,10
34267b93-e047-4160-be54-953d5164f873, Masters,14
73c547cc-dfce-43c0-9231-a6ed06b15b83, HS-grad,9
16f96b30-6e21-4fd9-ad10-ea3e42c548c4, 10th,6
a3205a98-ac2a-4c21-9f20-888af818afdc, HS-grad,9
c585c9e0-9330-4d56-bb41-821f515fc83d, HS-grad,9
5e4d6098-4561-4026-92d9-ab54d76cf6f9, Preschool,1
ede305fb-2669-4cef-8f85-15e612f6672e, Bachelors,13
1b87cd40-7001-4880-b8f5-326901fa0b2f, 9th,5
e08aafaf-f4a2-40ee-96db-4c4279cb1638, HS-grad,9
, Some-college,10
a4ffdb53-8daf-4483-aeba-4b2b9047aec1, Some-college,10
227d8179-2081-4dda-82ef-43631c856236, Masters,14
37fec403-09a0-4cac-8540-e970bfd94758, HS-grad,9
7736ff4a-c7db-406c-8d97-41785d7bff3f, Some-college,10
1b89a32b-0ec1-4556-bdf2-874715eda131, HS-grad,9
4d77e11d-3770-4868-874a-6a7a58ea556a, Assoc-voc,11
96c81959-637c-48d4-abf3-1c86cbf0dc5d, Some-college,10
9e1fd9b4-3de1-4741-89b6-085a18ba7045, HS-grad,9
e585a020-5369-42d7-b194-54631a2663f1, Bachelors,13
0ce15f08-020c-4a31-b2f1-77e49f659e81, HS-grad,9
3e8cecca-ca2e-4f7f-b0e4-150d636eda62, 10th,6
6a67a1ef-2652-4317-ad60-b4bf4b280b58, HS-grad,9
5772df58-f2a1-4496-8fde-36771ed1f2d9, Assoc-voc,11
2002b294-c080-47fe-80df-d6d15bcf33a8, Bachelors,13
7c6dd867-4e2c-4ddc-ba71-d5b780780d25, Doctorate,16
0d3e690e-dbb4-4449-bc53-3671e2f1339f, Bachelors,13
8c301e06-b698-4e57-88c0-c460d6ccda76, HS-grad,9
dfe39b4c-ef5d-41c6-8282-606fc8ced86c, Doctorate,16
eecdd6e7-9fd0-497e-b719-4dd06557074e, Bachelors,13
63a4821e-7dd2-4ba9-b9b1-17a3b11601e9, HS-grad,9
9d9e9a38-8741-4ddc-9ca4-941d22caeeb3, HS-grad,9
f3e1bfc8-ea6f-4997-a501-e1873d06e5cb, Assoc-acdm,12
9622eda6-b813-488e-a72e-7df917dec9a8, HS-grad,9
8f6feb26-bf1c-46a1-a025-a1b27f671dcd, HS-grad,9
6b86e054-2c30-4730-b79b-fc7bb2628f14, HS-grad,9
0ac9e6b1-8cee-4be7-8630-7d75417135b5, Some-college,10
9b0a4074-5c9f-4120-acf3-6eea00353d74, Some-college,10
885ff1d2-83b5-4d17-a9d1-aa6f3216a21d, Some-college,10
089276a8-7863-47ca-8a44-e4a46e275f77, HS-grad,9
62e3bd90-850b-4d8a-a0c1-e24efd310bae, Some-college,10
53f8bbca-0b6e-4266-9e86-2c0312e75487, 11th,7
df17e531-5f5d-471e-91ea-82955cec5079, 10th,6
9916c4f5-2bb6-410e-a72e-8e6786acfebc, Masters,14
fb092226-5dbf-49e1-9cb3-d3b4393b9f34, Assoc-acdm,12
6bce5fb7-0854-4209-9b70-d0f9d1a394a2, HS-grad,9
6f7445dc-8cb9-40d7-bd09-8edc450387e5, Some-college,10
67c378e7-c05e-4979-9ee6-aea3fa265314, 9th,5
17e9edee-7b5e-4422-852b-38e227b9d4cb, HS-grad,9
946c7d58-8473-4113-8348-dd27be37f7d0, HS-grad,9
245cd6e5-fcdf-4742-b783-34234be3bc2d, Some-college,10
1a8faeac-107a-4bd8-bfd5-65642cf66f41, 10th,6
4585c058-4298-414e-af6a-0df3aef6b588, Masters,14
35848995-1fc8-4a3a-b97b-016a6e1cb62f, Bachelors,13
1d012e13-ccdf-4880-b027-318468e3d8cf, 7th-8th,4
b2e4e0ec-d185-49a7-b3d0-26e015f567ff, HS-grad,9
42cb8ecd-0dd5-46ee-b5db-2f64437de41d, HS-grad,9
61e654bc-0895-498e-9c44-a8b2d79d670d, HS-grad,9
de53a055-0f1a-45a8-b213-9beba526ffc3, Assoc-voc,11
821ba8f4-2a85-464e-a88f-ce3a8347a510, Some-college,10
5f7de302-9940-44a1-b8ca-873f3966aa10, Some-college,10
9d419ead-b5d6-4904-9bf2-1b699dcfde9a, HS-grad,9
d688c3fb-c2eb-4b5b-a875-4ca847288df5, HS-grad,9
11000ab9-acbe-41b0-b3d6-29667a68975b, Some-college,10
8686f9a6-f597-4d86-b78b-d502d75837a2, Bachelors,13
e30e017f-137c-4017-b824-26414de34ac8, HS-grad,9
98dbf0a6-00c4-4512-bd54-cedea0b515db, Masters,14
950a7934-fd9b-462d-9c3c-2cbace983f25, 10th,6
97672d09-9f22-4617-b0ba-9809be279e85, HS-grad,9
1ba96b95-dd0a-4792-a34f-b5886c64e1e5, 7th-8th,4
51a17ad7-b0bb-49c0-b7ba-67cb8a94a99a, Bachelors,13
925dd311-da51-4ac8-b03a-3558fe957bb0, Some-college,10
0a1c59fb-4200-4439-892f-6186e0ab5561, HS-grad,9
1248e2ec-73c7-4909-9a69-9062018de950, Some-college,10
b11251b3-7798-42c4-ab4f-82d047e7e547, HS-grad,9
1d4aaf55-ca36-4d52-b81f-eea9f1f130b0, HS-grad,9
f0503fa3-7c44-45eb-9420-56c5798fbad3, HS-grad,9
2edb84e8-67e7-4360-8e48-9a18ef10a5f7, HS-grad,9
00ea8270-cb59-4e4c-ba82-4ec33b752d22, 10th,6
e62b3e8a-0ee7-415b-aacd-9757eadcca3e, HS-grad,9
74ad555d-b25f-450d-ad1e-47bd46952d7a, HS-grad,9
44e02ef0-cdb7-4736-81fb-a52de4240f43, Assoc-voc,11
4a09c9dd-0ed1-45e9-ae22-89ff1a1213f4, HS-grad,9
f2532513-1053-4c57-8e6f-ca1564553679, Bachelors,13
81fd4f07-7efd-43a3-94e0-a104603094c7, Assoc-acdm,12
1e1e7915-80d5-4b8a-a560-23afb3df819e, Some-college,10
1a26227a-ca21-44a5-bbfd-5ea13a40fa6b, Some-college,10
fbc7320d-015f-460f-982b-277982708480, HS-grad,9
6da0f09b-2e79-4c91-9147-4109b216a4fe, Bachelors,13
297c8a0f-55d6-4c9e-b518-7148f51e821f, 9th,5
b34cd007-b81d-496c-8368-96197d4ca861, HS-grad,9
eec6e911-af82-42fb-9bef-59b663ca64d9, HS-grad,9
12733fbd-4e48-4749-affd-c3be30ae23f1, Assoc-voc,11
2a0f88bb-a706-49c9-a2f4-38b54a387c73, Some-college,10
, HS-grad,9
69df63cf-89af-4623-bb63-411a9b08e40f, Assoc-voc,11
000b949b-a29f-4488-a7d3-964e1aae880b, Assoc-voc,11
88fd929e-26f9-4571-81ae-66291b91cc5d, HS-grad,9
825b7285-7c0d-4b0b-ae4f-3762638bb50a, Assoc-voc,11
5361be57-1da5-457b-a798-e0f370d9bf4c, HS-grad,9
f9770fc4-a9c0-4ff7-b97e-f8f70b7e2cc2, HS-grad,9
e87d0ffc-f7ad-409c-a80a-90b4cb52922c, Preschool,1
6bc800d0-cde5-47c2-b357-1ebea87813aa, Some-college,10
c8f5736d-e8ef-46fd-bbd4-096e1b70b46e, Some-college,10
809692dc-f8a4-4866-b28e-c60337a9aa7b, Bachelors,13
db70ce85-c047-4e5d-81a1-9ba939872947, Bachelors,13
988be650-87ef-482c-a233-f356143f5d95, Some-college,10
757a6e1e-560a-4101-afdb-7dbbaec131f1, Some-college,10
c49c0074-7e57-436b-95fb-c54cc30b5377, Masters,14
ec0b1f36-c5f1-4c65-90b8-f921473f416f, Assoc-voc,11
bc3aef79-9bd3-4f5b-b995-b9cfd1d23636, Some-college,10
0e97a0ac-63c1-41c0-ab28-d49553c5b4e4, HS-grad,9
f88a92d3-9d60-4c2e-880b-a2061288b7f7, Masters,14
, 7th-8th,4
4a3e780a-9f72-47a6-b0cd-4c0e8f5dddea, HS-grad,9
, Some-college,10
5bc086dc-b34a-41c0-82dc-a27f0b79faa7, HS-grad,9
69650b5a-aad0-41f1-991f-8fc01279d6d0, HS-grad,9
20da26c8-c0b9-4e47-b944-604cb0849c7b, Masters,14
7c01dbff-8427-4157-84b2-c6ab953d6677, 12th,8
6d4bdbfd-ab97-4c9d-b8b0-7d44ca319a18, Some-college,10
2852a529-834d-43c8-bc57-0f0d5f392ca1, Bachelors,13
af37dae6-b712-4a6a-9bf0-00c8c72441d4, Masters,14
fe8a6567-b1a3-4bda-85cd-e47c4a4ff672, 10th,6
9dfa8d08-e3dc-46a9-9e90-24ac32ac9518, Bachelors,13
b2399a36-5d0e-4a62-a73a-f4f864a62e7e, HS-grad,9
3f736a5f-9cdc-43f3-82ad-f35884e8e95a, Assoc-acdm,12
73ce93ec-85a5-4ca2-886d-b637106642b2, HS-grad,9
aad1bb48-0e54-4b30-ad02-1f29ee755b62, Bachelors,13
d673d4e2-4e9d-4db0-8916-fbb15fa4d260, HS-grad,9
cae673c4-f3f5-4851-810a-40147c26bac0, HS-grad,9
ea3bfc98-6f17-4d91-901c-e870a9160512, Bachelors,13
23659061-a90b-4fd4-960c-7aae4d8ee28a, Some-college,10
d5680f4d-6faa-44aa-a984-4e1d8e584614, Bachelors,13
8fd882ab-b0c2-49ad-8e42-e69d8e3e10c7, Assoc-voc,11
0b820580-c7de-4cc9-a83e-88097fc9c896, Some-college,10
0b075e88-30da-4614-aaca-9c51dfa210d0, Bachelors,13
aa01628d-e2b0-4a2d-893e-021d8f92d4d6, HS-grad,9
0f84579a-259c-4ac4-94f8-8ba1c6a95ac9, Some-college,10
6fd08e2a-8f1a-4817-a64e-261503a63591, Bachelors,13
a43c58e3-c064-496e-8a13-12a231bf364d, HS-grad,9
6766ee29-25bc-4d10-8768-daee1480aa9c, 11th,7
853adb0c-d31c-498a-896d-c90c28e6a67e, Bachelors,13
2d44acd4-8226-410a-b148-7213c3a50c8a, HS-grad,9
d8e5fb2e-75a7-412c-9d9e-b5739fe2530d, 10th,6
ae4e08ae-e624-44d0-90a5-3041e3d1bb4a, HS-grad,9
6e024f8d-0115-4438-808b-2c0943d8f64b, Some-college,10
175487d8-74cb-4b82-a302-30ecaf6e5959, HS-grad,9
f31eaad6-d3b8-43da-a1bb-d460eaa09dc7, Assoc-voc,11
dd5f21b4-5ce0-418f-9713-9a77c3020697, Some-college,10
7b88939e-8a10-42e9-9957-d6496c8e0a3a, Some-college,10
db673ee9-2ac2-4163-81b0-9e0566597064, Masters,14
1db56cfe-1f84-465c-89a8-fe4d03c5cc79, Prof-school,15
af7f2383-ad19-432c-8f72-be478e7a00dc, HS-grad,9
0cb5abf1-2390-4af4-a0b3-13eddeebad59, Some-college,10
2acdf406-2664-472b-893a-4f612d4cd748, Bachelors,13
73db3259-b0e0-4641-93d8-ab1682a6adb7, 1st-4th,2
9ea40dca-34a9-4009-b05e-5b3e74430028, Masters,14
32ec80ac-f193-4505-b8d8-f760266a2940, Bachelors,13
7d8fb343-e1a0-483f-bf6f-290a6e7ed25f, Some-college,10
37942fee-0d59-450a-b9c4-436423c89d7a, 7th-8th,4
4baec593-4d84-49a7-94a6-6ed7bf5b6684, 10th,6
ced1ee2e-72c3-421a-805f-45af780da0f9, HS-grad,9
dbd0c133-6b32-4bd2-b7f5-1b8344319283, Prof-school,15
e15a039b-95cc-468e-8aaa-63172774bc6e, HS-grad,9
e51938d9-0ff9-4dba-99a5-fbed32dc6f20, 9th,5
48259ca1-2817-4dbc-8132-4b0820171ea6, Prof-school,15
65faea11-d0b7-4871-86d2-7bb488c3e564, HS-grad,9
ee2004cd-f288-4a38-9ec7-928d8d50d538, Some-college,10
836e67c7-971e-43b0-b504-28f299441b55, HS-grad,9
779e20d7-e0ae-488f-983e-ccba1580387d, HS-grad,9
33106997-8ad8-4abc-872e-062d22a4992e, HS-grad,9
830f2578-1875-40ff-bd8e-4ed2d91f37c7, 10th,6
4841b13b-03ea-46ee-809a-435bd51984ba, HS-grad,9
87cd364d-1959-44d4-8335-f28427987658, 5th-6th,3
4e9ed7c0-db4b-4b0e-bacf-1340a0d0a628, HS-grad,9
9a529771-8735-4dbe-a186-c0444c2c69a3, Doctorate,16
f9219851-eca7-4dec-b341-e19b73e9bd49, Assoc-voc,11
25714a82-2596-4a99-85f0-3efcd35912ac, 11th,7
9361073e-7ad1-4f37-84d7-e53fb14bb058, Bachelors,13
7a3d5fdd-7c1a-44dc-ae1b-1ae42444db8a, Bachelors,13
20b944af-2066-4018-b792-316afa251068, Some-college,10
b0ca6ae8-425c-4f21-b7d0-82b585887e2d, Some-college,10
c02ef6a0-6a1b-4d18-91ce-7b0d93de3e63, Some-college,10
e8eeb537-2326-4021-a960-102387428a54, Some-college,10
544d9a77-cce9-47f0-bf99-bbb25fab96df, Assoc-voc,11
18c3a6bb-152d-44a6-a24a-dc30d756037c, HS-grad,9
c944c640-abcd-4a3c-84aa-78e14c53ebc8, Some-college,10
c24d1dd9-193b-40a7-81dd-868402897b7f, Assoc-voc,11
b28b1905-e058-4d7e-8a14-4ccaad553802, 10th,6
8927d8d1-197f-4fba-aba7-fd52f261378a, Masters,14
47db4163-237f-44b4-bc9e-09a5a9a6795a, Bachelors,13
6925f8b3-83b7-48cc-8190-b5d9b0497201, Masters,14
8f14762a-d3e9-4618-8773-a724fa805ae4, Some-college,10
c3a6c2d2-47c0-4fbd-8709-f89111751b09, Assoc-acdm,12
7506e8ca-0713-477d-9b57-b8ea98cfc856, Assoc-acdm,12
4f79d740-e190-4fb5-89fa-ad19927986c2, HS-grad,9
73bce91b-c079-44c4-a097-e3a1187fb1d7, HS-grad,9
3ac88a9b-250a-4f29-9bf2-18243fc9851a, Some-college,10
9887bc70-771c-4708-8fff-0f017fe2b92f, Bachelors,13
9c42722f-056a-4593-b16f-9163ba2cfe5d, Some-college,10
9c4ff32e-7577-45ae-9baa-aeca275e8e5f, Bachelors,13
81406cb4-6585-494e-9022-2ff1efbf6a0c, Some-college,10
206e6ab5-3391-4e47-9030-651d1a6594e6, Some-college,10
846003ba-b1dd-4a30-8912-ce3ead7443c1, 7th-8th,4
774be71b-260c-4a31-9011-784027e3ce57, Some-college,10
1a0d716f-b3c6-4ea7-b4b2-1776c87e1c6f, HS-grad,9
7f58e9e5-b23c-4098-8af4-f86b63940182, 7th-8th,4
e9870562-4d07-47fc-914a-f4512a992583, Some-college,10
c7031346-bda5-4917-b8ad-747230d92b07, HS-grad,9
9e38e40c-a05b-49a0-a75a-023130bd88c7, HS-grad,9
ddaf7050-72f7-4dc5-b5aa-ce11614610ac, Bachelors,13
9c4099c7-0dfe-414e-8fbe-3a47cdfb4e42, Doctorate,16
bee4868b-7869-4ead-89d2-72db4fae6b30, 10th,6
28075304-5720-4de5-b1cb-b183de4e71c1, HS-grad,9
d8e445ca-bcb3-431c-a3a8-585c75ae07fe, Bachelors,13
8092f2da-0139-4720-b502-ba153f47ef92, Some-college,10
390ea5ec-72eb-42ce-a589-8990d8597b6b, Bachelors,13
9962a588-5071-4c26-8a67-d47c29e2b2d3, HS-grad,9
aae47bf5-a985-4d63-aa6f-d6a1dcafbb29, HS-grad,9
79ad4008-adcb-4966-8e80-6bfc1f2b9a52, Some-college,10
d78fc476-0d1e-4519-abcc-5f929ed37abc, Bachelors,13
7c05f2c0-483c-4892-bafa-10dfc7ca27ce, Some-college,10
3a235fb3-3ad2-4f63-8d86-ce855365259f, Some-college,10
944d67fd-c902-4eab-9f0a-e9393c31f7bd, Bachelors,13
8d79a31d-0e40-42e6-91c1-0c07b6839586, HS-grad,9
e0f9aaed-987b-4a9c-891d-b4b8e09da06d, Masters,14
795720b5-e80e-4924-8c23-6acbc9afddc2, Doctorate,16
cf9185b6-9f01-4f56-97ba-12648ed16b7c, HS-grad,9
14006fe7-c83e-4cd6-9275-8cb85b55659e, Some-college,10
58d8f2c8-9d97-4fe1-99c6-5a6a13cd38ac, Masters,14
91ec73cf-48f4-4546-b3a7-8547108379e0, HS-grad,9
350f2018-d54c-4c94-9c6d-18739320a054, HS-grad,9
, Bachelors,13
d70aa128-bff4-4420-8c8f-5808066d1d79, Some-college,10
63b62cb0-8662-419c-bab8-e36cad70b376, HS-grad,9
9bfbfd2d-d0d4-423f-946e-f66e97c7a286, HS-grad,9
c8f66ac1-f721-429f-ab36-bf6619608501, Some-college,10
95ef9fa4-3f52-4094-a873-246eaa9b51fe, Some-college,10
d5d2d33c-7206-457d-b12f-c5bc77d093f2, HS-grad,9
17688407-b86b-4f9d-9ea1-1da66c77df14, 9th,5
a9429ad7-cfdf-4a5e-b7d1-336f25b51b70, Bachelors,13
